node,demand_avg,demand_ref,emission_cap,comment
NO_main,48854.48681640625,demand_NO,1000000000.0,
DK_main,17204.85107421875,demand_DK,1000000000.0,
DE_main,116863.3671875,demand_DE,1000000000.0,
NL_main,27540.185546875,demand_NL,1000000000.0,
BE_main,18481.76171875,demand_BE,1000000000.0,
UK_main,75906.9765625,demand_UK,1000000000.0,
