const,demand_UK,demand_DE,demand_NO,demand_DK,demand_NL,demand_BE,wind_UK,wind_DE,wind_NO,wind_DK,wind_NL,wind_BE,inflow_hydro,solar_UK,solar_DE,solar_NO,solar_DK,solar_NL,solar_BE,fuel_bio,fuel_gas,fuel_hard_coal,fuel_hydro,fuel_lignite,fuel_nuclear,fuel_oil,fuel_solar,fuel_onshore_wind,fuel_wind,fuel_other_non_res,fuel_other_res
1,0.579196,0.756687,0.532275,0.371058,0.696146,0.830386,0.1793,0.7214,0.1166,0.636,0.0197,0.3694,0.842,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.59868,0.689532,0.606966,0.384833,0.77229,0.712162,0.0338,0.1049,0.0585,0.893,0.3827,0.3331,0.8874,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.608679,0.909062,0.600211,0.487072,0.844548,0.761075,0.0446,0.0473,0.0419,0.1789,0.3841,0.3331,0.879,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.757677,0.735868,0.562343,0.44563,0.797199,0.815885,0.0685,0.0141,0.2722,0.2795,0.2795,0.2643,0.6323,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.793195,0.64151,0.484807,0.411512,0.874359,0.800248,0.3366,0.0982,0.5289,0.2795,0.1357,0.2065,0.8488,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.713821,0.631036,0.569037,0.526305,0.71078,0.64588,0.0,0.6939,0.4335,0.4506,0.0676,0.0004,0.8437,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.772182,0.897424,0.492954,0.459463,0.814301,0.782501,0.0013,0.1683,0.0508,0.8764,0.3366,0.2235,0.673,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.542006,0.727585,0.592105,0.49829,0.885797,0.845374,0.2207,0.1481,0.4265,0.2411,0.4653,0.4413,0.8596,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.738575,0.569691,0.57702,0.514215,0.688993,0.623263,0.1875,0.0498,0.3753,0.0363,0.1009,0.3808,0.779,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.784131,0.871334,0.472669,0.398609,0.911541,0.728286,0.2472,0.0407,0.5703,0.496,0.0421,0.6112,0.8606,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.667238,0.877888,0.504355,0.383438,0.786669,0.771463,0.2992,0.0147,0.7714,0.7104,0.0719,0.0645,0.7646,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.491009,0.657674,0.540032,0.431041,0.750213,0.68922,0.4846,0.2994,0.1534,0.1985,0.0719,0.1365,0.7494,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.518477,0.889748,0.551618,0.455511,0.863066,0.662816,0.2872,0.2994,0.1544,0.1771,0.1464,0.4926,0.8494,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.860606,0.615377,0.521917,0.540138,0.724832,0.749117,0.2755,0.4981,0.1481,0.1374,0.2833,0.6294,0.5107,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.531321,0.675644,0.460326,0.413139,0.67436,0.707238,0.2896,0.419,0.8531,0.0,0.6416,0.1051,0.7245,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.553546,0.884289,0.514528,0.478818,0.830205,0.805821,0.2908,0.5387,0.8424,0.4986,0.862,0.3269,0.7159,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.812732,0.816988,0.614294,0.525491,0.69916,0.826436,0.5236,0.098,0.8069,0.4514,0.0952,0.8955,0.8113,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.838777,0.77778,0.452098,0.500789,0.891679,0.584252,0.3214,0.1168,0.1678,0.1411,0.0805,0.1511,0.8837,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.682072,0.703771,0.562466,0.399945,0.841534,0.78683,0.1533,0.0995,0.0995,0.1445,0.8117,0.4583,0.8524,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.849527,0.857805,0.584163,0.553739,0.876356,0.648369,0.3469,0.0425,0.1137,0.081,0.3106,0.3514,0.7549,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.50716,0.834162,0.528324,0.44749,0.763938,0.630351,0.2944,0.0425,0.2736,0.0442,0.1406,0.3753,0.862,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.830398,0.848435,0.569241,0.427321,0.85555,0.609141,0.6005,0.0314,0.3964,0.3679,0.3249,0.3605,0.5938,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.629929,0.865301,0.507855,0.401863,0.903698,0.733805,0.2583,0.0753,0.034,0.192,0.4862,0.0231,0.8784,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.647016,0.770977,0.467245,0.517296,0.716734,0.766539,0.2311,0.1401,0.4558,0.2596,0.3086,0.2085,0.8777,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.473277,0.713722,0.519441,0.54008,0.825811,0.682998,0.856,0.3508,0.2701,0.5402,0.4527,0.2451,0.5177,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.800875,0.841119,0.474532,0.469577,0.68558,0.713893,0.6401,0.1354,0.5723,0.6277,0.1297,0.1017,0.5309,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.719117,0.623446,0.48231,0.413895,0.78616,0.800032,0.4832,0.0595,0.241,0.398,0.2724,0.1504,0.6191,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.566153,0.696993,0.456478,0.452024,0.814483,0.749442,0.2872,0.0685,0.431,0.0451,0.0375,0.0614,0.4993,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.763909,0.647868,0.497764,0.499859,0.748615,0.663627,0.0933,0.1045,0.1857,0.2245,0.1549,0.4663,0.858,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.585888,0.666676,0.489617,0.485619,0.705769,0.697661,0.1509,0.2975,0.6384,0.4412,0.1516,0.8143,0.7275,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.730802,0.684166,0.594684,0.556936,0.664665,0.815344,0.0009,0.088,0.3139,0.3386,0.0711,0.7748,0.4784,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.603739,0.787458,0.556448,0.435342,0.866261,0.785802,0.0085,0.0667,0.1056,0.0001,0.0365,0.2368,0.6725,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.752882,0.763593,0.561832,0.421742,0.849813,0.637926,0.0061,0.0294,0.1117,0.0001,0.1281,0.2046,0.7692,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.791482,0.744074,0.570101,0.533629,0.79945,0.835797,0.196,0.2868,0.0274,0.6534,0.4647,0.325,0.4711,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.821637,0.545834,0.550758,0.515378,0.693859,0.607356,0.1775,0.0685,0.2371,0.3708,0.7871,0.1051,0.4862,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.809214,0.608411,0.543655,0.472832,0.882565,0.734616,0.059,0.0789,0.2033,0.038,0.7113,0.0632,0.7661,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.782932,0.637745,0.536798,0.45121,0.838193,0.751065,0.1626,0.2679,0.7567,0.2777,0.4765,0.0,0.5688,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.618165,0.590065,0.580336,0.401224,0.894802,0.668335,0.6363,0.2123,0.1727,0.2882,0.4765,0.1264,0.818,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.773196,0.824356,0.527935,0.463183,0.737831,0.767568,0.7274,0.2312,0.3779,0.3749,0.6657,0.1477,0.7892,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.701227,0.576682,0.504027,0.419649,0.760815,0.583115,0.7437,0.1317,0.5199,0.0151,0.0355,0.2434,0.803,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
