Date;Month;Day;Hour;1995;2008;2009
01/01/2018 00:00;1;1;0;10928.1142578125;10562.0888671875;11802.0009765625
01/01/2018 01:00;1;1;1;10587.240234375;10215.44921875;11416.248046875
01/01/2018 02:00;1;1;2;10349.2744140625;9985.318359375;11123.060546875
01/01/2018 03:00;1;1;3;10178.3173828125;9857.51953125;10851.07421875
01/01/2018 04:00;1;1;4;9968.033203125;9740.7109375;10485.072265625
01/01/2018 05:00;1;1;5;9986.537109375;9850.0576171875;10486.015625
01/01/2018 06:00;1;1;6;10233.4384765625;10110.7607421875;10833.849609375
01/01/2018 07:00;1;1;7;10695.6806640625;10556.314453125;11340.7119140625
01/01/2018 08:00;1;1;8;11196.2880859375;11040.216796875;11874.34765625
01/01/2018 09:00;1;1;9;11513.419921875;11351.0712890625;12182.7841796875
01/01/2018 10:00;1;1;10;11852.955078125;11680.69140625;12569.421875
01/01/2018 11:00;1;1;11;11824.9765625;11653.634765625;12518.103515625
01/01/2018 12:00;1;1;12;11608.2216796875;11441.646484375;12312.3193359375
01/01/2018 13:00;1;1;13;11405.2724609375;11239.57421875;12098.943359375
01/01/2018 14:00;1;1;14;11375.48828125;11213.455078125;12066.5732421875
01/01/2018 15:00;1;1;15;11490.4658203125;11347.6357421875;12143.837890625
01/01/2018 16:00;1;1;16;12129.4052734375;12040.0048828125;12777.6923828125
01/01/2018 17:00;1;1;17;12488.810546875;12428.3955078125;13103.3662109375
01/01/2018 18:00;1;1;18;12411.625;12332.431640625;12963.3046875
01/01/2018 19:00;1;1;19;12121.7880859375;11982.5517578125;12678.8994140625
01/01/2018 20:00;1;1;20;11728.1220703125;11529.8828125;12293.5263671875
01/01/2018 21:00;1;1;21;11817.990234375;11608.1171875;12475.6103515625
01/01/2018 22:00;1;1;22;11792.375;11553.892578125;12569.0771484375
01/01/2018 23:00;1;1;23;11288.8466796875;11008.1240234375;12074.6357421875
02/01/2018 00:00;1;2;0;10575.5234375;10951.16015625;11428.455078125
02/01/2018 01:00;1;2;1;10173.3359375;10535.6787109375;10998.484375
02/01/2018 02:00;1;2;2;9917.541015625;10276.673828125;10708.9931640625
02/01/2018 03:00;1;2;3;9805.8388671875;10178.1103515625;10531.4892578125
02/01/2018 04:00;1;2;4;9889.28515625;10288.7001953125;10502.5732421875
02/01/2018 05:00;1;2;5;10563.7021484375;11034.216796875;11136.412109375
02/01/2018 06:00;1;2;6;11266.53515625;11731.73828125;11875.53515625
02/01/2018 07:00;1;2;7;11708.9140625;12056.3828125;12322.83984375
02/01/2018 08:00;1;2;8;12087.25;12339.583984375;12705.41015625
02/01/2018 09:00;1;2;9;12283.9423828125;12416.25390625;12868.216796875
02/01/2018 10:00;1;2;10;12549.326171875;12653.6552734375;13149.91015625
02/01/2018 11:00;1;2;11;12458.630859375;12442.837890625;12993.142578125
02/01/2018 12:00;1;2;12;12360.185546875;12341.798828125;12881.0283203125
02/01/2018 13:00;1;2;13;12185.529296875;12167.2216796875;12692.705078125
02/01/2018 14:00;1;2;14;12157.029296875;12136.447265625;12654.6279296875
02/01/2018 15:00;1;2;15;12229.224609375;12185.865234375;12690.919921875
