Date;Month;Day;Hour;1995;2008;2009
01/01/2018 00:00;1;1;0;2066.08984375;2064.03515625;2105.65625
01/01/2018 01:00;1;1;1;2019.5732421875;2017.219970703125;2060.03857421875
01/01/2018 02:00;1;1;2;1987.44189453125;1985.67822265625;2032.615478515625
01/01/2018 03:00;1;1;3;1966.435791015625;1964.55078125;2014.46240234375
01/01/2018 04:00;1;1;4;1967.929931640625;1966.343505859375;2016.601806640625
01/01/2018 05:00;1;1;5;2056.897705078125;2062.3095703125;2119.5791015625
01/01/2018 06:00;1;1;6;2234.912353515625;2248.3310546875;2310.318115234375
01/01/2018 07:00;1;1;7;2401.404052734375;2414.066162109375;2468.09814453125
01/01/2018 08:00;1;1;8;2537.03125;2546.4716796875;2589.524169921875
01/01/2018 09:00;1;1;9;2622.927978515625;2630.193115234375;2667.112548828125
01/01/2018 10:00;1;1;10;2649.721923828125;2654.453125;2686.502685546875
01/01/2018 11:00;1;1;11;2648.0869140625;2650.379150390625;2678.697021484375
01/01/2018 12:00;1;1;12;2645.861572265625;2647.405029296875;2675.408203125
01/01/2018 13:00;1;1;13;2650.9306640625;2651.736328125;2679.592041015625
01/01/2018 14:00;1;1;14;2684.687255859375;2682.663818359375;2707.28173828125
01/01/2018 15:00;1;1;15;2847.9482421875;2844.18212890625;2863.98388671875
01/01/2018 16:00;1;1;16;3021.747802734375;3029.350341796875;3066.9755859375
01/01/2018 17:00;1;1;17;2950.43896484375;2966.242431640625;3021.12744140625
01/01/2018 18:00;1;1;18;2789.49755859375;2804.860107421875;2862.0908203125
01/01/2018 19:00;1;1;19;2629.376708984375;2639.5673828125;2690.469482421875
01/01/2018 20:00;1;1;20;2487.6142578125;2493.521728515625;2539.11767578125
01/01/2018 21:00;1;1;21;2338.232177734375;2341.050048828125;2386.079345703125
01/01/2018 22:00;1;1;22;2227.73193359375;2228.607421875;2271.8486328125
01/01/2018 23:00;1;1;23;2124.50732421875;2123.322265625;2167.227783203125
02/01/2018 00:00;1;2;0;2071.27880859375;2092.314208984375;2108.361328125
02/01/2018 01:00;1;2;1;2034.8670654296875;2052.66796875;2075.779296875
02/01/2018 02:00;1;2;2;2023.4715576171875;2033.715576171875;2073.531982421875
02/01/2018 03:00;1;2;3;2048.145751953125;2047.0888671875;2107.000732421875
02/01/2018 04:00;1;2;4;2170.203125;2150.690185546875;2237.001708984375
02/01/2018 05:00;1;2;5;2442.955322265625;2401.55322265625;2529.867431640625
02/01/2018 06:00;1;2;6;2732.41015625;2685.296875;2828.19482421875
02/01/2018 07:00;1;2;7;2882.34423828125;2847.618896484375;2957.303466796875
02/01/2018 08:00;1;2;8;2967.67041015625;2947.71240234375;3017.008056640625
02/01/2018 09:00;1;2;9;3006.64697265625;2997.11328125;3039.1943359375
02/01/2018 10:00;1;2;10;2992.84423828125;2990.6650390625;3013.18896484375
02/01/2018 11:00;1;2;11;2963.1123046875;2965.357421875;2974.63818359375
02/01/2018 12:00;1;2;12;2934.40771484375;2938.933837890625;2944.34375
02/01/2018 13:00;1;2;13;2900.89404296875;2908.400146484375;2909.423828125
02/01/2018 14:00;1;2;14;2889.017578125;2900.38525390625;2889.5224609375
02/01/2018 15:00;1;2;15;3015.58984375;3028.74462890625;3005.87744140625
02/01/2018 16:00;1;2;16;3207.88134765625;3208.708984375;3232.93994140625
02/01/2018 17:00;1;2;17;3176.34619140625;3165.205322265625;3236.33642578125
02/01/2018 18:00;1;2;18;3015.91943359375;3004.8916015625;3081.672607421875
02/01/2018 19:00;1;2;19;2828.3916015625;2826.53955078125;2880.06787109375
02/01/2018 20:00;1;2;20;2648.572509765625;2658.740478515625;2686.40576171875
02/01/2018 21:00;1;2;21;2443.712890625;2460.19384765625;2478.68212890625
02/01/2018 22:00;1;2;22;2283.347900390625;2304.2685546875;2316.83203125
02/01/2018 23:00;1;2;23;2153.4326171875;2174.443359375;2188.41796875
03/01/2018 00:00;1;3;0;2103.28515625;2213.090576171875;2133.810546875
03/01/2018 01:00;1;3;1;2074.657958984375;2175.483154296875;2105.4716796875
03/01/2018 02:00;1;3;2;2080.775390625;2166.6279296875;2104.056640625
03/01/2018 03:00;1;3;3;2137.83837890625;2206.7890625;2162.767578125
03/01/2018 04:00;1;3;4;2322.181640625;2371.20166015625;2361.73681640625
