index,wind_BE,wind_DE,wind_DK,wind_NL,wind_NO,wind_UK
441,0.9689,0.5182,0.4884,0.8343,0.7167,0.5551
442,0.9348,0.5674,0.513,0.8356,0.7037,0.656
443,0.9676,0.6458,0.512,0.8903,0.7362,0.6475
444,0.9564,0.738,0.5435,0.916,0.7815,0.574
445,0.9262,0.8129,0.6546,0.8978,0.8161,0.5125
446,0.9226,0.8539,0.76,0.8958,0.8336,0.4776
447,0.898,0.8464,0.858,0.8518,0.8579,0.447
448,0.8723,0.7914,0.9139,0.7971,0.8842,0.4958
449,0.859,0.8016,0.9338,0.8148,0.9044,0.4958
450,0.8491,0.8162,0.9313,0.7941,0.9107,0.3561
451,0.8027,0.7609,0.8771,0.7438,0.9196,0.4345
452,0.6886,0.7338,0.7573,0.6678,0.9323,0.5442
453,0.5649,0.6992,0.7126,0.5869,0.9511,0.582
454,0.5116,0.6635,0.544,0.553,0.9555,0.6301
455,0.4898,0.6503,0.4182,0.5407,0.9585,0.6288
456,0.5252,0.6557,0.3932,0.5562,0.9637,0.6936
457,0.5813,0.6688,0.4377,0.5889,0.9707,0.7427
458,0.6421,0.6596,0.4895,0.6057,0.9718,0.7295
459,0.6811,0.6619,0.5408,0.6216,0.9604,0.697
460,0.66,0.6383,0.5797,0.6074,0.9197,0.6548
461,0.5731,0.6074,0.6193,0.547,0.8678,0.6237
462,0.5132,0.6071,0.6218,0.5105,0.774,0.5767
463,0.4359,0.6378,0.619,0.4943,0.6305,0.5415
464,0.3072,0.6838,0.6417,0.4425,0.547,0.5152
465,0.2864,0.704,0.6957,0.4111,0.4976,0.4916
466,0.3778,0.6648,0.7568,0.432,0.4859,0.4874
467,0.4368,0.5972,0.795,0.4532,0.5205,0.5055
468,0.4021,0.526,0.8082,0.4283,0.5525,0.5497
469,0.3535,0.4832,0.8095,0.3983,0.5673,0.5887
470,0.3335,0.4765,0.7739,0.3921,0.5926,0.607
471,0.3263,0.4818,0.7385,0.3933,0.6129,0.625
472,0.3573,0.4672,0.7061,0.3978,0.6866,0.6313
473,0.419,0.4517,0.6847,0.4316,0.7666,0.6161
474,0.3888,0.4338,0.6618,0.4143,0.8193,0.6338
475,0.3419,0.4589,0.6577,0.4086,0.8364,0.6438
476,0.2884,0.4838,0.6564,0.3811,0.8271,0.5979
477,0.2633,0.4492,0.6555,0.3486,0.8374,0.5754
478,0.2456,0.3878,0.6552,0.3121,0.8651,0.5277
479,0.2308,0.3324,0.6609,0.2813,0.8747,0.4317
480,0.2084,0.304,0.6369,0.252,0.8852,0.3495
481,0.1829,0.2974,0.6239,0.2311,0.9001,0.2968
482,0.1663,0.3003,0.6326,0.2206,0.9203,0.2595
483,0.1664,0.2989,0.6352,0.2157,0.9402,0.2228
484,0.1822,0.2787,0.5992,0.2132,0.9577,0.2364
485,0.2038,0.2485,0.5698,0.2147,0.9681,0.2872
486,0.2199,0.2224,0.5412,0.2169,0.9652,0.2837
487,0.2342,0.2085,0.5134,0.2255,0.9546,0.2651
488,0.2438,0.2033,0.486,0.234,0.9371,0.2617
489,0.2451,0.1949,0.4662,0.2371,0.8927,0.2528
490,0.2285,0.1868,0.4353,0.2295,0.8462,0.2301
491,0.2181,0.1823,0.4039,0.2234,0.8199,0.3053
492,0.2296,0.1739,0.4023,0.2267,0.7668,0.4972
493,0.2482,0.1583,0.3811,0.23,0.6918,0.625
494,0.2686,0.1508,0.3618,0.2425,0.6209,0.7253
495,0.3088,0.1601,0.317,0.2692,0.5794,0.7901
496,0.3776,0.1745,0.2796,0.3137,0.5618,0.8068
497,0.4548,0.1778,0.252,0.3625,0.5746,0.7936
498,0.5044,0.1719,0.2319,0.3921,0.606,0.7221
499,0.5327,0.1725,0.2224,0.4105,0.638,0.72
500,0.5469,0.1789,0.2326,0.4193,0.654,0.7168
501,0.5544,0.181,0.2471,0.4176,0.6812,0.7437
502,0.5804,0.1851,0.263,0.4313,0.717,0.791
503,0.6436,0.2077,0.2698,0.4829,0.7787,0.7919
504,0.6928,0.2513,0.2745,0.5391,0.8428,0.7893
505,0.7729,0.3135,0.2908,0.621,0.8954,0.7253
506,0.8412,0.3915,0.3269,0.7004,0.9389,0.607
507,0.8939,0.4754,0.3775,0.7705,0.956,0.6462
508,0.9376,0.5372,0.45,0.831,0.9615,0.8515
509,0.962,0.5615,0.5227,0.864,0.9658,0.8646
510,0.9678,0.5921,0.6069,0.8817,0.9706,0.7526
511,0.971,0.6471,0.6806,0.9015,0.9769,0.7437
512,0.9764,0.6903,0.7389,0.921,0.9824,0.6981
513,0.9796,0.7244,0.7841,0.936,0.9832,0.6186
514,0.9787,0.7592,0.8168,0.9445,0.975,0.5456
515,0.9691,0.7823,0.8479,0.9428,0.9598,0.4623
516,0.9454,0.7995,0.8746,0.927,0.9444,0.4692
517,0.8864,0.8168,0.8945,0.8835,0.9288,0.4359
518,0.793,0.833,0.9121,0.8069,0.9264,0.3772
519,0.7211,0.8469,0.9306,0.745,0.9177,0.3613
520,0.634,0.8564,0.9418,0.6795,0.9078,0.3866
521,0.4821,0.8482,0.9455,0.5632,0.9014,0.3866
522,0.3966,0.8125,0.9468,0.4729,0.9007,0.3613
523,0.3565,0.7307,0.9412,0.4041,0.9157,0.3029
524,0.3117,0.6338,0.9088,0.3516,0.9357,0.2561
525,0.3246,0.5535,0.8485,0.3337,0.9647,0.1829
526,0.3517,0.417,0.7451,0.3095,0.9817,0.1452
527,0.3391,0.2694,0.6063,0.2562,0.9878,0.1359
528,0.3088,0.2058,0.4195,0.2288,0.9851,0.1429
529,0.3535,0.229,0.2505,0.2687,0.9668,0.1436
530,0.4657,0.2684,0.2243,0.3436,0.9332,0.1583
531,0.5612,0.2942,0.2575,0.4222,0.8899,0.2187
532,0.5404,0.3138,0.2541,0.4437,0.84,0.3328
533,0.3271,0.3727,0.2697,0.3795,0.7901,0.4317
534,0.1242,0.4822,0.3134,0.2915,0.7258,0.5041
535,0.0697,0.6213,0.4071,0.2683,0.737,0.5027
536,0.1459,0.7398,0.4969,0.3048,0.7662,0.536
537,0.3252,0.7865,0.6139,0.407,0.7755,0.5069
538,0.5897,0.7926,0.7021,0.5566,0.7339,0.574
539,0.8379,0.7622,0.7617,0.7174,0.6841,0.6524
540,0.9353,0.6918,0.7962,0.7644,0.6064,0.7048
541,0.9675,0.5669,0.8239,0.7283,0.5798,0.6844
542,0.9758,0.4229,0.8314,0.6746,0.5815,0.6301
543,0.9789,0.3127,0.8251,0.6445,0.602,0.5538
544,0.9772,0.2305,0.8077,0.6317,0.6371,0.3772
545,0.9695,0.1675,0.7714,0.6216,0.6624,0.2528
546,0.9358,0.1316,0.7053,0.6064,0.6722,0.2539
547,0.8609,0.1202,0.5956,0.5808,0.6378,0.2116
548,0.8226,0.1447,0.4234,0.601,0.5731,0.1677
549,0.7767,0.2037,0.2669,0.6279,0.4793,0.1343
550,0.6581,0.2633,0.1746,0.5822,0.3665,0.1021
551,0.499,0.3039,0.1239,0.4966,0.3038,0.0902
552,0.3562,0.3501,0.0859,0.4075,0.306,0.0933
553,0.2942,0.3783,0.0678,0.362,0.3322,0.0964
554,0.2701,0.3811,0.0499,0.3371,0.337,0.11
555,0.2103,0.3612,0.0364,0.2955,0.3429,0.1397
556,0.1545,0.3495,0.0257,0.2539,0.3297,0.1793
557,0.1202,0.3449,0.0164,0.2284,0.3039,0.2311
558,0.1051,0.3503,0.0205,0.2208,0.2544,0.2801
559,0.1096,0.369,0.0472,0.2246,0.2046,0.3127
560,0.1234,0.3783,0.0899,0.2307,0.1535,0.3379
561,0.1258,0.3604,0.1349,0.2263,0.1125,0.3214
562,0.1099,0.3403,0.1779,0.2082,0.0841,0.2259
563,0.1074,0.3149,0.2186,0.1955,0.0638,0.1484
564,0.1305,0.303,0.2615,0.2078,0.0506,0.1838
565,0.1494,0.3013,0.2733,0.2231,0.047,0.2343
566,0.1421,0.3097,0.2561,0.2209,0.0583,0.2517
567,0.1238,0.3169,0.256,0.2055,0.0876,0.2685
568,0.1095,0.3132,0.2712,0.1888,0.1294,0.3666
569,0.1465,0.3089,0.3095,0.2012,0.1671,0.5633
570,0.1956,0.3093,0.3473,0.2242,0.1922,0.7743
571,0.1982,0.3018,0.393,0.2202,0.2039,0.8823
572,0.1704,0.2786,0.4046,0.1989,0.2147,0.9475
573,0.1614,0.2439,0.3553,0.1828,0.2185,0.9732
574,0.1991,0.1979,0.2805,0.1803,0.2259,0.9716
575,0.2694,0.1561,0.1973,0.1991,0.25,0.9142
576,0.3336,0.1429,0.1479,0.2308,0.2967,0.8381
577,0.4218,0.1444,0.1306,0.2824,0.3472,0.7417
578,0.527,0.1664,0.1305,0.3585,0.3974,0.6728
579,0.6079,0.195,0.1389,0.4236,0.4429,0.697
580,0.7223,0.2088,0.1475,0.513,0.4713,0.6584
581,0.7965,0.2225,0.1482,0.5848,0.4807,0.6031
582,0.8416,0.2431,0.1423,0.6386,0.4839,0.5646
583,0.8566,0.2696,0.1575,0.6659,0.5033,0.5194
584,0.8682,0.3034,0.1824,0.6916,0.5338,0.4595
585,0.8752,0.3245,0.2048,0.7014,0.5609,0.3613
586,0.8363,0.3354,0.242,0.6763,0.5794,0.3041
587,0.7989,0.3412,0.2787,0.6507,0.6164,0.2908
588,0.7927,0.3436,0.3,0.651,0.6598,0.3164
589,0.7635,0.3579,0.3172,0.6312,0.7009,0.3626
590,0.7289,0.3798,0.337,0.6097,0.7568,0.4166
591,0.7225,0.4119,0.3563,0.6077,0.8004,0.4152
592,0.7202,0.4281,0.3786,0.6034,0.8238,0.3469
593,0.7052,0.4302,0.4022,0.5913,0.839,0.329
594,0.6952,0.4118,0.4166,0.5812,0.8417,0.3078
595,0.676,0.3789,0.409,0.5583,0.8509,0.2301
596,0.653,0.3343,0.3753,0.5245,0.8611,0.1053
597,0.6167,0.3041,0.3255,0.4931,0.8611,0.0119
598,0.5779,0.2714,0.2919,0.46,0.8734,0.0182
599,0.5197,0.2383,0.2579,0.4165,0.8683,0.0272
600,0.4411,0.2119,0.2253,0.3651,0.8576,0.0548
601,0.3375,0.1905,0.2106,0.302,0.8477,0.1336
602,0.2524,0.1721,0.1997,0.249,0.8323,0.2343
603,0.1929,0.1649,0.1895,0.2136,0.8196,0.3418
604,0.1543,0.1653,0.1885,0.1913,0.8221,0.4248
605,0.1256,0.1646,0.1884,0.1745,0.8195,0.4651
606,0.1016,0.1706,0.1935,0.1605,0.8173,0.5013
607,0.0782,0.188,0.2,0.1505,0.8145,0.4623
608,0.0511,0.2037,0.2111,0.1387,0.8131,0.3961
609,0.0263,0.2042,0.2102,0.1209,0.8005,0.3366
610,0.0081,0.1859,0.1961,0.0994,0.7776,0.292
611,0.0,0.1521,0.1732,0.0785,0.7625,0.2572
612,0.0,0.1166,0.1423,0.0609,0.7648,0.2167
613,0.0,0.0919,0.1127,0.0487,0.7608,0.146
614,0.0,0.0794,0.0938,0.0428,0.7705,0.0815
615,0.0036,0.0745,0.0918,0.044,0.7531,0.0417
616,0.0094,0.0751,0.0959,0.05,0.698,0.0219
617,0.0108,0.0797,0.1058,0.0553,0.6539,0.0098
618,0.0108,0.0845,0.1167,0.0579,0.6375,0.0238
619,0.0104,0.0818,0.1169,0.0545,0.645,0.0534
620,0.0128,0.0715,0.1103,0.0493,0.6646,0.0933
621,0.0177,0.0642,0.1044,0.0494,0.6981,0.1517
622,0.0204,0.0641,0.1009,0.0526,0.7243,0.2177
623,0.0202,0.0624,0.0954,0.0535,0.736,0.3227
624,0.0175,0.0541,0.0829,0.0484,0.7395,0.4944
625,0.0148,0.0407,0.0639,0.0406,0.7431,0.5633
626,0.0123,0.0268,0.0443,0.0318,0.7751,0.578
627,0.0125,0.0165,0.0318,0.0258,0.7783,0.5606
628,0.0145,0.0109,0.0285,0.0225,0.7755,0.5807
629,0.016,0.0113,0.0346,0.0246,0.7785,0.5673
630,0.0143,0.0165,0.0485,0.028,0.7783,0.472
631,0.0099,0.0246,0.0632,0.0303,0.7879,0.3548
632,0.0057,0.0329,0.0642,0.0319,0.8036,0.2207
633,0.0014,0.0366,0.0537,0.0321,0.808,0.1336
634,0.0,0.0344,0.0429,0.0309,0.8118,0.1001
635,0.0,0.0292,0.0363,0.0286,0.8217,0.0843
636,0.0,0.024,0.0341,0.026,0.823,0.0781
637,0.0,0.0186,0.0343,0.0231,0.825,0.0675
638,0.0,0.0148,0.0359,0.0202,0.8364,0.0472
639,0.0001,0.0135,0.0427,0.0184,0.8365,0.0252
640,0.0043,0.0174,0.0534,0.0222,0.8336,0.0159
641,0.0223,0.0273,0.0711,0.0388,0.8298,0.0167
642,0.0538,0.0432,0.0966,0.0676,0.8199,0.0122
643,0.0903,0.065,0.1234,0.1019,0.8091,0.0025
644,0.1235,0.0858,0.1479,0.1314,0.8101,0.001
645,0.1428,0.0975,0.1671,0.1488,0.7973,0.0022
646,0.1438,0.1036,0.1749,0.1553,0.7915,0.0087
647,0.1369,0.1084,0.1718,0.1548,0.7846,0.02
648,0.1243,0.1126,0.1672,0.1499,0.7825,0.0331
649,0.1155,0.1185,0.1711,0.1462,0.7728,0.043
650,0.1178,0.1237,0.184,0.1476,0.7681,0.0489
651,0.1266,0.1198,0.1994,0.1488,0.7609,0.059
652,0.1363,0.1101,0.203,0.1494,0.7513,0.0629
653,0.1386,0.1101,0.2042,0.1522,0.7511,0.0507
654,0.1395,0.1256,0.2169,0.1601,0.7585,0.0255
655,0.142,0.1441,0.2309,0.1685,0.7667,0.009
656,0.1467,0.1522,0.2384,0.1723,0.7633,0.005
657,0.1486,0.1484,0.2462,0.1702,0.7515,0.0032
658,0.1497,0.1384,0.2503,0.1654,0.7416,0.001
659,0.1513,0.1223,0.2394,0.1586,0.7307,0.0002
660,0.1458,0.1035,0.2158,0.1468,0.7057,0.0002
661,0.1321,0.0859,0.1854,0.1317,0.659,0.0012
662,0.1137,0.0734,0.1588,0.1152,0.605,0.0039
663,0.1026,0.0703,0.1439,0.1071,0.5888,0.0075
664,0.1001,0.0746,0.1371,0.1064,0.5493,0.0176
665,0.107,0.0805,0.1354,0.1124,0.5456,0.0323
666,0.1235,0.0855,0.136,0.123,0.5384,0.0425
667,0.1464,0.0917,0.1459,0.1379,0.5123,0.0476
668,0.1634,0.095,0.1574,0.1492,0.4941,0.0553
669,0.1674,0.0926,0.1592,0.15,0.479,0.0776
670,0.166,0.0877,0.1422,0.1458,0.4644,0.1225
671,0.1624,0.082,0.12,0.1404,0.442,0.1932
672,0.1552,0.0735,0.1015,0.1313,0.4739,0.2766
673,0.1499,0.066,0.088,0.1245,0.5147,0.3508
674,0.149,0.0629,0.0784,0.1223,0.5324,0.4303
675,0.1434,0.0608,0.0731,0.1183,0.5227,0.5013
676,0.1365,0.0611,0.0738,0.1146,0.519,0.5483
677,0.1397,0.0686,0.0798,0.1203,0.5199,0.5874
678,0.1602,0.084,0.0875,0.1398,0.5341,0.6524
679,0.1917,0.102,0.0938,0.1675,0.5494,0.7221
680,0.206,0.1177,0.0948,0.188,0.5762,0.7823
681,0.1939,0.1265,0.0967,0.1885,0.6082,0.7978
682,0.1837,0.1311,0.1,0.1819,0.5951,0.8076
683,0.1585,0.1349,0.0989,0.1702,0.5814,0.8208
684,0.1241,0.1326,0.0873,0.149,0.5986,0.8346
685,0.1104,0.1254,0.0687,0.1374,0.614,0.8547
686,0.1317,0.1225,0.0559,0.148,0.6387,0.8676
687,0.1889,0.134,0.062,0.1858,0.657,0.8855
688,0.2535,0.1634,0.0912,0.2368,0.703,0.9046
689,0.2909,0.2079,0.1399,0.2783,0.7282,0.9227
690,0.2724,0.2609,0.1975,0.2888,0.7541,0.9359
691,0.2404,0.3134,0.2501,0.2853,0.7891,0.9432
692,0.2296,0.3442,0.2799,0.2844,0.8021,0.9423
693,0.2174,0.3526,0.296,0.275,0.8071,0.9356
694,0.2007,0.359,0.2935,0.2632,0.8009,0.9342
695,0.2004,0.3423,0.2703,0.255,0.8039,0.9308
696,0.2173,0.3068,0.2442,0.2566,0.8154,0.9332
697,0.2539,0.2793,0.2281,0.2752,0.8203,0.9297
698,0.2717,0.2667,0.2138,0.2846,0.8274,0.913
699,0.2515,0.2706,0.2096,0.2736,0.8402,0.9069
700,0.2237,0.2738,0.2125,0.2538,0.8527,0.9138
701,0.2132,0.2644,0.2265,0.2386,0.8599,0.913
702,0.2258,0.2448,0.2495,0.2367,0.8551,0.9134
703,0.2481,0.2314,0.2592,0.2426,0.8548,0.9268
704,0.2421,0.2437,0.2566,0.2469,0.8613,0.9366
705,0.2159,0.274,0.2542,0.2463,0.875,0.929
706,0.2051,0.2948,0.2387,0.2477,0.883,0.9283
707,0.2219,0.2901,0.2131,0.2538,0.8816,0.9329
708,0.2522,0.2647,0.188,0.262,0.8718,0.9362
709,0.2976,0.2416,0.1756,0.2799,0.862,0.9171
710,0.3436,0.2351,0.1746,0.3055,0.8594,0.8976
711,0.3924,0.2494,0.186,0.3437,0.87,0.8902
712,0.4759,0.2768,0.205,0.4032,0.8815,0.885
713,0.5213,0.3067,0.2326,0.4431,0.8917,0.8807
714,0.5285,0.3432,0.2629,0.4641,0.8999,0.8785
715,0.5216,0.3894,0.2751,0.4756,0.9042,0.8717
716,0.5037,0.4233,0.2702,0.4811,0.9029,0.8579
717,0.4862,0.4345,0.2552,0.4802,0.8931,0.8275
718,0.4868,0.4315,0.2312,0.4894,0.879,0.8107
719,0.4652,0.4227,0.2123,0.479,0.8664,0.7944
720,0.4525,0.4159,0.1938,0.4705,0.851,0.7669
721,0.4495,0.4103,0.1786,0.4694,0.8375,0.7497
722,0.4694,0.393,0.171,0.4751,0.8234,0.7447
723,0.4861,0.376,0.1748,0.4784,0.8137,0.7536
724,0.4865,0.3712,0.1851,0.4771,0.8073,0.7669
725,0.4949,0.3719,0.1997,0.4787,0.8121,0.7805
726,0.4999,0.3821,0.2103,0.4809,0.8219,0.7841
727,0.5232,0.4015,0.2138,0.4977,0.8243,0.7884
728,0.5474,0.416,0.1988,0.5166,0.8081,0.7823
729,0.5593,0.4308,0.202,0.5261,0.7633,0.765
730,0.5576,0.4533,0.2129,0.5301,0.6984,0.7336
731,0.5774,0.4721,0.2101,0.5479,0.6285,0.6947
732,0.6039,0.4719,0.1972,0.5671,0.6066,0.6512
733,0.6303,0.4685,0.1724,0.582,0.5743,0.6044
734,0.6417,0.4751,0.151,0.5907,0.5696,0.5592
735,0.6676,0.4827,0.1601,0.6055,0.5749,0.5277
736,0.7017,0.4912,0.1695,0.622,0.5634,0.5083
737,0.733,0.4884,0.1862,0.6412,0.5369,0.5041
738,0.7543,0.4737,0.1934,0.6474,0.5001,0.5166
739,0.7421,0.4628,0.2051,0.6244,0.4522,0.5387
740,0.7056,0.4574,0.2059,0.5865,0.4095,0.5713
741,0.6709,0.4535,0.2103,0.5537,0.384,0.594
742,0.6483,0.4521,0.2141,0.5381,0.3716,0.594
743,0.6442,0.4506,0.2098,0.5356,0.3959,0.5847
744,0.6488,0.4577,0.2301,0.5421,0.4362,0.5847
745,0.654,0.4819,0.2801,0.5544,0.4493,0.5807
746,0.6754,0.5322,0.3643,0.5832,0.4521,0.582
747,0.687,0.5969,0.4835,0.6054,0.4379,0.5497
748,0.6813,0.673,0.6065,0.6187,0.3998,0.4916
749,0.6786,0.7468,0.6884,0.6319,0.3731,0.4567
750,0.6864,0.7973,0.73,0.6529,0.3768,0.4553
751,0.7071,0.8284,0.7611,0.6845,0.3777,0.4888
752,0.7307,0.8454,0.7656,0.7117,0.3726,0.5346
753,0.7354,0.8337,0.7283,0.7175,0.3588,0.5646
754,0.7279,0.7966,0.6739,0.7025,0.3625,0.5913
755,0.7168,0.7633,0.6233,0.6865,0.3179,0.5633
756,0.7031,0.7328,0.5939,0.6738,0.2867,0.518
757,0.6999,0.7274,0.6014,0.6719,0.2499,0.4832
758,0.7073,0.7561,0.6283,0.6843,0.2213,0.4748
759,0.7293,0.7988,0.6655,0.7146,0.2201,0.4916
760,0.7816,0.8282,0.7057,0.7607,0.2125,0.5263
761,0.8365,0.8474,0.7297,0.8036,0.2003,0.5754
762,0.8691,0.8599,0.7563,0.8307,0.1968,0.6338
763,0.8839,0.863,0.7654,0.8425,0.1861,0.6947
764,0.8812,0.8526,0.754,0.8358,0.1764,0.7157
765,0.8605,0.834,0.7388,0.8114,0.1719,0.7037
766,0.8359,0.8153,0.7129,0.7873,0.1651,0.6668
767,0.8111,0.8008,0.6994,0.7646,0.1557,0.5979
768,0.782,0.7968,0.6657,0.7445,0.1471,0.5139
769,0.7647,0.8058,0.6697,0.7364,0.1412,0.44
770,0.7532,0.8253,0.6805,0.7344,0.1388,0.4097
771,0.748,0.8537,0.6953,0.7371,0.1491,0.4289
772,0.7509,0.8761,0.7366,0.745,0.1725,0.4888
773,0.7606,0.8957,0.7721,0.7555,0.2032,0.5524
774,0.7665,0.911,0.7985,0.7669,0.2396,0.5727
775,0.7588,0.916,0.8021,0.7662,0.28,0.6031
776,0.7259,0.9136,0.8143,0.7487,0.3134,0.586
777,0.6803,0.9017,0.8233,0.7147,0.292,0.5442
778,0.6465,0.8901,0.8354,0.6894,0.2581,0.5346
779,0.6136,0.8787,0.8393,0.6691,0.2486,0.5483
780,0.5687,0.872,0.8354,0.6441,0.2414,0.551
781,0.5709,0.8674,0.8385,0.6413,0.2712,0.5538
782,0.6417,0.8674,0.8423,0.6755,0.3032,0.5992
783,0.7183,0.8735,0.8473,0.7238,0.3708,0.6548
784,0.7455,0.8854,0.8541,0.7463,0.4273,0.6856
785,0.7501,0.8962,0.8639,0.7535,0.4499,0.7026
786,0.6841,0.901,0.8719,0.7183,0.4642,0.7179
787,0.6514,0.8958,0.873,0.6965,0.4695,0.7103
788,0.6169,0.8779,0.8692,0.6623,0.4628,0.7003
789,0.549,0.8577,0.8594,0.6153,0.4439,0.668
790,0.472,0.8352,0.8398,0.561,0.4212,0.6225
791,0.4176,0.8119,0.8161,0.5177,0.4082,0.5483
792,0.3323,0.7886,0.7852,0.464,0.4035,0.4456
793,0.2314,0.7539,0.7665,0.397,0.4054,0.3379
794,0.1666,0.7031,0.7596,0.3434,0.4051,0.2146
795,0.118,0.6428,0.7433,0.2893,0.3956,0.1343
796,0.0951,0.5804,0.722,0.2461,0.3793,0.1033
797,0.088,0.5253,0.7018,0.2189,0.3559,0.1269
798,0.0824,0.4771,0.6877,0.1968,0.3628,0.1703
799,0.0815,0.4241,0.6603,0.1753,0.346,0.2407
800,0.0985,0.3586,0.6116,0.1608,0.3075,0.3189
801,0.1148,0.2884,0.5478,0.1466,0.2525,0.3866
802,0.1133,0.2245,0.4853,0.1259,0.1884,0.4511
803,0.0953,0.1737,0.4086,0.1003,0.1265,0.4874
804,0.0822,0.1434,0.338,0.0841,0.0822,0.3666
805,0.071,0.1276,0.295,0.0729,0.0617,0.2301
806,0.0648,0.1188,0.2857,0.0673,0.0568,0.2018
807,0.0619,0.1127,0.2857,0.0645,0.0582,0.3214
808,0.0547,0.1046,0.2726,0.0581,0.0586,0.6263
809,0.0494,0.0942,0.2378,0.0523,0.0577,0.7961
810,0.0472,0.0797,0.1981,0.0465,0.0558,0.8416
811,0.0448,0.0601,0.1589,0.0393,0.0559,0.8509
812,0.0419,0.0408,0.1229,0.033,0.0535,0.856
813,0.0354,0.0238,0.1002,0.0245,0.0506,0.8541
814,0.025,0.0142,0.0844,0.0129,0.0462,0.8502
815,0.0164,0.0097,0.0718,0.0061,0.0287,0.8332
816,0.0099,0.0084,0.0636,0.0026,0.0138,0.8035
817,0.0045,0.0091,0.0621,0.0008,0.0084,0.7584
818,0.0011,0.0101,0.0669,0.0002,0.0069,0.7048
819,0.0001,0.0111,0.0784,0.0007,0.01,0.6376
820,0.0001,0.0119,0.087,0.0049,0.0244,0.5619
821,0.0006,0.0155,0.0931,0.0108,0.0525,0.4734
822,0.0071,0.022,0.1009,0.0187,0.083,0.388
823,0.0215,0.0288,0.1072,0.0303,0.1209,0.3277
824,0.0401,0.0354,0.111,0.0432,0.1722,0.2944
825,0.0568,0.04,0.1,0.0551,0.2085,0.2462
826,0.0725,0.0383,0.0919,0.0635,0.2431,0.1885
827,0.0818,0.0311,0.0843,0.0643,0.2799,0.1634
828,0.0731,0.0215,0.08,0.0557,0.3104,0.1413
829,0.0588,0.0113,0.078,0.0426,0.3384,0.1269
830,0.0608,0.0046,0.0774,0.038,0.3551,0.1168
831,0.0701,0.0028,0.0774,0.0386,0.3714,0.1086
832,0.0726,0.0026,0.0769,0.0399,0.3599,0.1066
833,0.0733,0.0029,0.0789,0.0398,0.3281,0.1053
834,0.0794,0.0035,0.0779,0.0425,0.301,0.1046
835,0.0873,0.0042,0.076,0.0466,0.2897,0.1113
836,0.0979,0.0048,0.0786,0.0518,0.2957,0.1232
837,0.1192,0.0051,0.0778,0.0606,0.3672,0.146
838,0.164,0.0051,0.0707,0.0814,0.3623,0.1766
839,0.2167,0.0049,0.0591,0.1094,0.3921,0.2057
840,0.2601,0.0051,0.0456,0.1336,0.379,0.2167
841,0.3095,0.005,0.0333,0.1705,0.3076,0.2116
842,0.3672,0.0062,0.0218,0.2091,0.2509,0.2077
843,0.4317,0.0109,0.0126,0.2527,0.2014,0.1847
844,0.4568,0.0209,0.0075,0.28,0.1684,0.1617
845,0.4489,0.0352,0.0048,0.2889,0.1358,0.155
846,0.4271,0.0497,0.0037,0.2837,0.1123,0.1558
847,0.3696,0.0681,0.0056,0.2542,0.1003,0.1575
848,0.3168,0.087,0.0111,0.2316,0.1088,0.1669
849,0.2715,0.1123,0.0208,0.2265,0.1214,0.1452
850,0.2361,0.1461,0.036,0.2367,0.1336,0.1291
851,0.229,0.1821,0.0568,0.2432,0.1485,0.1225
852,0.234,0.2207,0.0787,0.2566,0.1518,0.1313
853,0.2528,0.2525,0.1031,0.2733,0.1493,0.1558
854,0.2822,0.2566,0.1403,0.2737,0.1625,0.1885
855,0.3066,0.2457,0.2069,0.2705,0.1783,0.2301
856,0.3151,0.2259,0.2789,0.266,0.2073,0.2849
857,0.3024,0.2196,0.3191,0.2564,0.2477,0.364
858,0.3144,0.2348,0.3309,0.2677,0.2887,0.4483
859,0.3299,0.246,0.3108,0.2864,0.3272,0.5401
860,0.3215,0.2676,0.2821,0.2879,0.3513,0.5913
861,0.2816,0.2472,0.2289,0.272,0.3506,0.6005
862,0.1918,0.2154,0.1862,0.2213,0.3113,0.6109
863,0.0977,0.1844,0.15,0.1577,0.2396,0.6083
864,0.0354,0.1565,0.1232,0.1054,0.1877,0.5887
865,0.0191,0.1357,0.1255,0.0815,0.1549,0.5687
866,0.0317,0.1313,0.1096,0.0849,0.1389,0.5673
867,0.0578,0.1514,0.1118,0.106,0.1476,0.5687
868,0.076,0.1846,0.1304,0.1281,0.174,0.5305
869,0.0875,0.2105,0.1689,0.1403,0.2044,0.5027
870,0.1025,0.2148,0.2074,0.1463,0.2265,0.4748
871,0.1196,0.204,0.2269,0.1466,0.2538,0.4207
872,0.1302,0.1848,0.2418,0.1406,0.2782,0.3666
873,0.1473,0.1477,0.2445,0.1332,0.2832,0.3164
874,0.1855,0.1053,0.2585,0.1356,0.2579,0.3457
875,0.1848,0.0699,0.2551,0.1226,0.2312,0.3772
876,0.1704,0.0472,0.2411,0.1083,0.2311,0.4083
877,0.1393,0.0398,0.2232,0.093,0.2018,0.4414
878,0.1007,0.0462,0.1927,0.0733,0.1803,0.4623
879,0.0907,0.067,0.1427,0.0698,0.1942,0.4818
880,0.0788,0.0926,0.1237,0.0695,0.2043,0.4776
881,0.0608,0.124,0.1347,0.0758,0.1964,0.4762
882,0.0358,0.1394,0.1389,0.0654,0.1773,0.4748
883,0.0232,0.098,0.1079,0.0433,0.1517,0.4748
884,0.0165,0.0557,0.0877,0.0247,0.1295,0.4706
