index,wind_BE,wind_DE,wind_DK,wind_NL,wind_NO,wind_UK
2360,0.3303,0.1115,0.1243,0.2401,0.3385,0.8429
2361,0.3306,0.1147,0.1437,0.2414,0.3967,0.8694
2362,0.322,0.1139,0.1595,0.2402,0.4841,0.8774
2363,0.2848,0.1069,0.1709,0.2184,0.5574,0.8912
2364,0.2509,0.0948,0.1762,0.1955,0.6111,0.9203
2365,0.224,0.0827,0.1703,0.1698,0.6524,0.9339
2366,0.197,0.0767,0.1469,0.1467,0.6804,0.9294
2367,0.1756,0.0754,0.1236,0.1318,0.6561,0.9257
2368,0.177,0.0781,0.106,0.1284,0.6423,0.9069
2369,0.2288,0.0829,0.1077,0.1473,0.6777,0.8729
2370,0.3528,0.0887,0.1328,0.2058,0.7295,0.8395
2371,0.5046,0.1031,0.1684,0.2958,0.7477,0.7893
2372,0.5881,0.1294,0.2107,0.3694,0.7727,0.7081
2373,0.6093,0.1724,0.2715,0.4117,0.8068,0.6338
2374,0.6061,0.2253,0.3255,0.4359,0.8436,0.5673
2375,0.6118,0.2787,0.3429,0.4662,0.8758,0.5633
2376,0.6172,0.3295,0.329,0.5,0.8862,0.5633
2377,0.5803,0.3628,0.3101,0.4915,0.8659,0.4874
2378,0.5512,0.3753,0.2942,0.4801,0.8716,0.3303
2379,0.5139,0.378,0.2879,0.4592,0.8618,0.2106
2380,0.4991,0.3762,0.2842,0.4526,0.8441,0.1634
2381,0.5009,0.3778,0.2817,0.4518,0.8287,0.1626
2382,0.5759,0.3736,0.2919,0.4894,0.8153,0.1343
2383,0.5475,0.3802,0.2926,0.466,0.8261,0.0832
2384,0.5043,0.4203,0.3385,0.4445,0.8132,0.053
2385,0.5185,0.4814,0.4212,0.4727,0.8458,0.0353
2386,0.4966,0.5234,0.5214,0.4766,0.8615,0.0319
2387,0.4529,0.5449,0.6054,0.4516,0.875,0.0485
2388,0.4405,0.5533,0.6615,0.4373,0.8924,0.069
2389,0.4526,0.5526,0.6965,0.431,0.904,0.077
2390,0.4697,0.5546,0.7063,0.4344,0.9115,0.0803
2391,0.4479,0.5558,0.7077,0.4228,0.9191,0.0884
2392,0.3266,0.5661,0.7189,0.3715,0.9337,0.1046
2393,0.2104,0.6153,0.7515,0.3257,0.9471,0.104
2394,0.1542,0.6824,0.7757,0.3235,0.9601,0.1008
2395,0.1296,0.7218,0.7607,0.331,0.9642,0.1021
2396,0.1107,0.7225,0.719,0.3276,0.9684,0.0982
2397,0.1194,0.7052,0.6756,0.3272,0.9725,0.0939
2398,0.1392,0.6885,0.6341,0.3294,0.9728,0.0896
2399,0.1205,0.6616,0.6,0.3089,0.9689,0.0809
2400,0.0859,0.623,0.5721,0.2665,0.967,0.0664
2401,0.0425,0.5706,0.5504,0.2128,0.9656,0.0476
2402,0.0108,0.5048,0.5473,0.163,0.9632,0.0297
2403,0.0,0.4212,0.5781,0.1249,0.9522,0.0194
2404,0.0,0.335,0.5482,0.0968,0.951,0.0132
2405,0.0337,0.2669,0.4891,0.0874,0.9572,0.0094
2406,0.0988,0.2143,0.4588,0.1042,0.9544,0.0085
2407,0.1382,0.1738,0.4424,0.114,0.9528,0.007
2408,0.2069,0.1313,0.4773,0.1327,0.9457,0.0134
2409,0.2685,0.0882,0.493,0.1506,0.9402,0.0179
2410,0.3008,0.0623,0.4915,0.1636,0.9205,0.0159
2411,0.2619,0.0522,0.4765,0.1514,0.8913,0.0148
2412,0.1711,0.0511,0.4229,0.108,0.8452,0.0159
2413,0.0979,0.0515,0.3478,0.0687,0.8262,0.0194
2414,0.0498,0.0543,0.2537,0.0435,0.8306,0.0255
2415,0.0178,0.0613,0.1855,0.0269,0.8189,0.0365
2416,0.0034,0.0693,0.1775,0.0197,0.7852,0.0516
2417,0.0005,0.0755,0.2168,0.0202,0.7006,0.0634
2418,0.0023,0.086,0.316,0.0213,0.62,0.0803
2419,0.0209,0.1012,0.3736,0.0271,0.5696,0.097
2420,0.0491,0.1081,0.3493,0.0401,0.5512,0.0995
2421,0.0643,0.1032,0.2729,0.0475,0.5066,0.0908
2422,0.0658,0.0916,0.2025,0.0478,0.4109,0.0748
2423,0.0861,0.077,0.1549,0.0523,0.2564,0.0595
2424,0.1231,0.0628,0.1152,0.0688,0.1814,0.0455
2425,0.1394,0.0494,0.0696,0.0783,0.1508,0.0323
2426,0.1441,0.0399,0.047,0.0873,0.1488,0.0179
2427,0.1296,0.0385,0.0387,0.0898,0.1566,0.0063
2428,0.1085,0.044,0.0426,0.0838,0.1491,0.0014
2429,0.1061,0.0524,0.0569,0.08,0.1278,0.0005
2430,0.127,0.0551,0.0671,0.0864,0.0999,0.0007
2431,0.1582,0.0548,0.0717,0.1025,0.0735,0.0016
2432,0.1887,0.0604,0.0782,0.1221,0.0537,0.0103
2433,0.2336,0.0753,0.0913,0.156,0.0484,0.0323
2434,0.2702,0.0894,0.0984,0.1864,0.0464,0.0442
2435,0.2814,0.091,0.0955,0.1976,0.0451,0.0548
2436,0.2798,0.0826,0.0799,0.1944,0.0466,0.0664
2437,0.2788,0.0726,0.0546,0.1907,0.0489,0.0776
2438,0.2795,0.0653,0.0281,0.1912,0.0476,0.0914
2439,0.2409,0.0653,0.0092,0.1706,0.0437,0.1127
2440,0.2009,0.0739,0.0023,0.1498,0.0428,0.1359
2441,0.1811,0.09,0.0019,0.1445,0.051,0.1374
2442,0.1467,0.1138,0.0057,0.1384,0.0647,0.1298
2443,0.1185,0.1369,0.0217,0.1317,0.0781,0.1484
2444,0.096,0.1399,0.0598,0.1117,0.091,0.1634
2445,0.0817,0.1222,0.0944,0.0927,0.096,0.1838
2446,0.0685,0.0931,0.0852,0.0747,0.1119,0.1932
2447,0.061,0.0632,0.0506,0.0592,0.1286,0.2047
2448,0.0607,0.038,0.0222,0.0501,0.1323,0.229
2449,0.0628,0.0234,0.0083,0.0469,0.133,0.2429
2450,0.0672,0.0192,0.0027,0.05,0.1415,0.2849
2451,0.0706,0.0204,0.003,0.0552,0.1572,0.286
2452,0.0656,0.0235,0.0063,0.0557,0.1716,0.3227
2453,0.0532,0.0266,0.0101,0.0504,0.1766,0.3653
2454,0.041,0.0271,0.0122,0.043,0.1572,0.4042
2455,0.0289,0.0256,0.0109,0.0348,0.1198,0.407
2456,0.0186,0.0242,0.0074,0.0275,0.106,0.4679
2457,0.012,0.0218,0.0059,0.021,0.0918,0.5387
2458,0.0077,0.0194,0.005,0.0157,0.0787,0.5442
2459,0.0063,0.0169,0.0039,0.0121,0.0675,0.5483
2460,0.0069,0.0154,0.0034,0.0093,0.0576,0.5387
2461,0.0066,0.0157,0.0043,0.0077,0.0507,0.5291
2462,0.006,0.0189,0.0066,0.0084,0.0479,0.5027
2463,0.0055,0.0241,0.0143,0.0111,0.0457,0.4539
2464,0.0066,0.0324,0.0378,0.013,0.0437,0.4303
2465,0.0098,0.0417,0.0737,0.014,0.0504,0.4124
2466,0.0129,0.0481,0.1059,0.0151,0.0693,0.3732
2467,0.0161,0.0497,0.1296,0.0159,0.0925,0.3152
2468,0.0167,0.045,0.1371,0.0153,0.1049,0.244
2469,0.0159,0.0394,0.1264,0.0146,0.1074,0.173
2470,0.017,0.035,0.1051,0.0158,0.0971,0.1283
2471,0.0215,0.0323,0.0892,0.0194,0.0858,0.1027
2472,0.0276,0.0299,0.0851,0.0237,0.0799,0.0927
2473,0.0342,0.0263,0.0936,0.0284,0.0795,0.0989
2474,0.04,0.0222,0.1043,0.0316,0.0729,0.106
2475,0.0422,0.0181,0.1052,0.0327,0.0617,0.1134
2476,0.0407,0.0146,0.1024,0.032,0.0534,0.1161
2477,0.0372,0.0122,0.0951,0.0311,0.0575,0.1093
2478,0.0319,0.0094,0.0892,0.0292,0.0524,0.106
2479,0.0295,0.0074,0.0867,0.0268,0.0371,0.0995
2480,0.031,0.007,0.0872,0.0259,0.0231,0.1189
2481,0.0373,0.0073,0.0905,0.0289,0.0131,0.1492
2482,0.0556,0.0074,0.0909,0.0384,0.0054,0.1721
2483,0.0801,0.007,0.0785,0.0514,0.0018,0.1866
2484,0.1133,0.0065,0.0668,0.0676,0.0018,0.1903
2485,0.1504,0.0075,0.0571,0.0863,0.0061,0.1829
2486,0.1916,0.0125,0.0556,0.1074,0.0144,0.1583
2487,0.2428,0.0226,0.0703,0.134,0.0212,0.1204
2488,0.3122,0.0345,0.1068,0.1713,0.0262,0.0809
2489,0.3918,0.0442,0.1575,0.2162,0.0305,0.0425
2490,0.4675,0.0539,0.2138,0.2617,0.0381,0.0164
2491,0.5251,0.0623,0.2554,0.2968,0.0442,0.0206
2492,0.5448,0.071,0.2592,0.3089,0.0521,0.0405
2493,0.5431,0.0789,0.227,0.3094,0.0539,0.069
2494,0.5322,0.0852,0.1847,0.3043,0.0603,0.0976
2495,0.5069,0.0915,0.1487,0.2905,0.075,0.1168
2496,0.4859,0.1014,0.1218,0.2817,0.0747,0.1254
2497,0.4735,0.115,0.1061,0.279,0.0658,0.1397
2498,0.4579,0.1289,0.0995,0.2772,0.0721,0.1566
2499,0.4256,0.137,0.1014,0.2683,0.0824,0.173
2500,0.3969,0.1457,0.1134,0.2639,0.0916,0.1866
2501,0.3797,0.1561,0.1303,0.2644,0.0967,0.2197
2502,0.3565,0.17,0.13,0.2611,0.0804,0.2697
2503,0.3439,0.1919,0.1472,0.2624,0.0491,0.3574
2504,0.3649,0.2169,0.2001,0.2821,0.0296,0.4248
2505,0.4064,0.2421,0.2537,0.3155,0.0253,0.3692
2506,0.4626,0.2576,0.2756,0.3516,0.0266,0.388
2507,0.4858,0.2728,0.2883,0.3664,0.0248,0.3561
2508,0.4475,0.2923,0.3035,0.351,0.0211,0.3303
2509,0.3896,0.3064,0.3307,0.3237,0.0193,0.3303
2510,0.3397,0.3368,0.3697,0.3008,0.0203,0.3561
2511,0.3266,0.3816,0.4136,0.3044,0.0208,0.3759
2512,0.3591,0.4645,0.4819,0.3462,0.0214,0.3974
2513,0.4317,0.5607,0.5461,0.4163,0.0305,0.4207
2514,0.5122,0.623,0.5576,0.4881,0.0576,0.4888
2515,0.5684,0.6357,0.5211,0.5389,0.0933,0.5483
2516,0.5792,0.6423,0.5013,0.5621,0.1347,0.5754
2517,0.5044,0.6459,0.4984,0.5178,0.1641,0.5727
2518,0.3781,0.6308,0.4923,0.443,0.1754,0.6122
2519,0.3092,0.6036,0.4954,0.4005,0.1717,0.6263
2520,0.2621,0.5526,0.513,0.3573,0.1638,0.6475
2521,0.1397,0.514,0.5647,0.2676,0.1582,0.6879
2522,0.0759,0.4743,0.5696,0.2031,0.1503,0.7477
2523,0.0493,0.4859,0.5555,0.1828,0.1329,0.7397
2524,0.0303,0.483,0.5534,0.1771,0.113,0.7059
2525,0.0186,0.4808,0.559,0.1807,0.1014,0.6338
2526,0.0109,0.4699,0.5447,0.1794,0.086,0.6083
2527,0.0114,0.4422,0.5387,0.1686,0.0478,0.4818
2528,0.0221,0.4674,0.5421,0.1863,0.0179,0.3853
2529,0.0383,0.4806,0.5462,0.1945,0.0073,0.3508
2530,0.0473,0.4973,0.5027,0.2018,0.0058,0.2908
2531,0.0357,0.5243,0.452,0.2066,0.0079,0.2472
2532,0.0159,0.5414,0.406,0.2004,0.0358,0.2146
2533,0.0029,0.5566,0.3739,0.1945,0.0956,0.1941
2534,0.0,0.5759,0.3463,0.1973,0.1565,0.2228
2535,0.0004,0.5972,0.3378,0.203,0.2125,0.2301
2536,0.001,0.6262,0.3512,0.2128,0.2501,0.2207
2537,0.0015,0.6659,0.3881,0.2312,0.2581,0.1885
2538,0.0017,0.6835,0.4323,0.2384,0.2762,0.155
2539,0.0015,0.6711,0.4496,0.2376,0.3071,0.1366
2540,0.0009,0.6495,0.4498,0.2394,0.301,0.1389
2541,0.0013,0.62,0.4229,0.234,0.2443,0.1509
2542,0.0109,0.5817,0.3815,0.2313,0.1806,0.1651
2543,0.0369,0.5473,0.3865,0.2417,0.1444,0.182
2544,0.0846,0.5009,0.3448,0.254,0.1243,0.2028
2545,0.1316,0.4835,0.3166,0.2714,0.1149,0.2207
2546,0.1514,0.4639,0.284,0.2726,0.1107,0.2157
2547,0.1516,0.4535,0.2581,0.2684,0.1053,0.2157
2548,0.1606,0.4578,0.252,0.2766,0.1034,0.2067
2549,0.1801,0.4745,0.2346,0.2893,0.1053,0.2028
2550,0.1743,0.5033,0.2066,0.2854,0.1057,0.1866
2551,0.17,0.517,0.2306,0.287,0.124,0.1784
2552,0.164,0.5423,0.2494,0.3002,0.1602,0.1583
2553,0.1455,0.5254,0.2584,0.2887,0.195,0.1476
2554,0.1319,0.5034,0.2685,0.2763,0.2333,0.1429
2555,0.1295,0.4812,0.2743,0.2674,0.2784,0.1321
2556,0.1174,0.4571,0.268,0.2566,0.3302,0.1313
2557,0.1123,0.4242,0.2585,0.2475,0.3843,0.1306
2558,0.1229,0.4116,0.2535,0.2514,0.4267,0.1147
2559,0.155,0.4004,0.2433,0.27,0.4648,0.0867
2560,0.1974,0.3879,0.2192,0.2936,0.5004,0.0557
2561,0.2543,0.4062,0.1988,0.3221,0.5236,0.0334
2562,0.2824,0.3753,0.1795,0.331,0.5561,0.0252
2563,0.2876,0.3207,0.1497,0.3195,0.5702,0.0262
2564,0.2838,0.2675,0.1222,0.3058,0.5619,0.0405
2565,0.2733,0.2196,0.0992,0.2824,0.5448,0.0759
2566,0.2717,0.1829,0.0802,0.26,0.5137,0.1476
2567,0.2574,0.1584,0.0628,0.2416,0.4791,0.2207
2568,0.2518,0.1401,0.0449,0.2304,0.4434,0.2595
2569,0.2532,0.1276,0.0266,0.226,0.3976,0.244
2570,0.2586,0.1167,0.0127,0.2231,0.3497,0.2037
2571,0.2697,0.1075,0.0073,0.222,0.3009,0.1703
2572,0.28,0.0994,0.0055,0.2217,0.2704,0.1542
2573,0.29,0.0932,0.0045,0.2213,0.2319,0.1566
2574,0.2984,0.0886,0.0034,0.222,0.1736,0.1517
2575,0.2915,0.0898,0.0059,0.2159,0.1646,0.1366
2576,0.2855,0.0915,0.0079,0.211,0.1509,0.1298
2577,0.2685,0.094,0.0064,0.1999,0.1445,0.1204
2578,0.263,0.1008,0.0038,0.1962,0.1649,0.108
2579,0.285,0.1137,0.0032,0.2106,0.1701,0.097
2580,0.3234,0.1312,0.0055,0.2344,0.1616,0.0849
2581,0.3757,0.1484,0.0105,0.2662,0.1526,0.0721
2582,0.4432,0.1607,0.0196,0.3057,0.1385,0.059
2583,0.4977,0.172,0.031,0.3394,0.1199,0.0534
2584,0.5287,0.1817,0.0461,0.3612,0.0964,0.0548
2585,0.5699,0.1898,0.0751,0.3838,0.067,0.0586
2586,0.6002,0.198,0.1203,0.3979,0.0403,0.0685
2587,0.5792,0.2042,0.1846,0.3856,0.0377,0.0849
2588,0.5794,0.1971,0.2721,0.392,0.0617,0.0933
2589,0.5498,0.19,0.2997,0.3538,0.0893,0.0849
2590,0.4443,0.1909,0.2369,0.2932,0.1147,0.068
2591,0.4585,0.1873,0.1853,0.2953,0.1407,0.0525
2592,0.4033,0.1828,0.1591,0.2714,0.1596,0.0393
2593,0.3944,0.1819,0.1407,0.2706,0.1702,0.0316
2594,0.3647,0.1797,0.1349,0.255,0.1763,0.0308
2595,0.3342,0.1727,0.135,0.2377,0.1871,0.0353
2596,0.2915,0.1615,0.1407,0.2112,0.2033,0.0373
2597,0.2416,0.1502,0.1434,0.1817,0.218,0.0346
2598,0.2022,0.1367,0.1442,0.1588,0.2034,0.0287
2599,0.1693,0.1204,0.1371,0.1409,0.2018,0.0197
2600,0.1492,0.1143,0.1183,0.1308,0.2412,0.0197
2601,0.1443,0.1129,0.1004,0.1296,0.2844,0.0212
2602,0.1451,0.1133,0.0841,0.1322,0.3151,0.0161
2603,0.1525,0.1106,0.0685,0.1373,0.3242,0.014
2604,0.1612,0.0983,0.0554,0.1401,0.3151,0.0137
2605,0.1677,0.0823,0.0444,0.1379,0.29,0.0124
2606,0.1795,0.0716,0.0338,0.1361,0.2483,0.009
2607,0.1876,0.07,0.024,0.1378,0.1943,0.0024
2608,0.1809,0.0737,0.0174,0.1362,0.1497,0.0004
2609,0.1601,0.0795,0.0135,0.129,0.111,0.0002
2610,0.1424,0.0887,0.0113,0.1227,0.0888,0.001
2611,0.1261,0.0975,0.0092,0.115,0.0767,0.0035
2612,0.1136,0.096,0.0069,0.1052,0.071,0.0092
2613,0.0971,0.087,0.0042,0.0915,0.0608,0.0219
2614,0.0801,0.0751,0.0057,0.0772,0.0527,0.0373
2615,0.0652,0.061,0.0105,0.0641,0.0457,0.0468
2616,0.0564,0.0448,0.0174,0.0537,0.039,0.0476
2617,0.0521,0.0284,0.0211,0.0454,0.0304,0.0442
2618,0.0545,0.0152,0.0188,0.0412,0.0202,0.0369
2619,0.067,0.0065,0.0154,0.0435,0.0157,0.0252
2620,0.0876,0.002,0.0133,0.051,0.0159,0.0142
2621,0.1037,0.0004,0.0114,0.0574,0.0194,0.0059
2622,0.1069,0.0,0.0078,0.0584,0.0228,0.0008
2623,0.1034,0.0,0.0079,0.0568,0.0262,0.0
2624,0.1065,0.0,0.008,0.0592,0.0288,0.0
2625,0.1049,0.0,0.0077,0.0621,0.0301,0.0
2626,0.1165,0.0001,0.0072,0.0715,0.0349,0.0
2627,0.1444,0.0006,0.0072,0.0895,0.0481,0.0008
2628,0.1807,0.0024,0.0083,0.112,0.066,0.0048
2629,0.2106,0.0045,0.0104,0.1319,0.082,0.01
2630,0.2296,0.0062,0.0125,0.1452,0.0937,0.0173
2631,0.2461,0.0094,0.0183,0.1575,0.0978,0.0266
2632,0.2602,0.0151,0.0304,0.1686,0.0988,0.0397
2633,0.2779,0.0222,0.0462,0.1812,0.0992,0.0624
2634,0.2933,0.0307,0.0608,0.191,0.1038,0.1027
2635,0.2944,0.0391,0.0603,0.1901,0.0954,0.1566
2636,0.2704,0.0478,0.0471,0.177,0.0743,0.1885
2637,0.2442,0.0527,0.0282,0.1631,0.0507,0.1932
2638,0.2152,0.0515,0.0124,0.145,0.0289,0.1922
2639,0.1824,0.047,0.0043,0.1224,0.0142,0.1766
2640,0.1524,0.0407,0.0012,0.1017,0.0072,0.1566
2641,0.1265,0.0339,0.0002,0.0834,0.0043,0.1452
2642,0.1023,0.0278,0.0,0.0675,0.0046,0.1336
2643,0.0873,0.024,0.0,0.0576,0.0071,0.1247
2644,0.0768,0.0226,0.0,0.052,0.0112,0.1283
2645,0.0686,0.0217,0.0,0.0497,0.0196,0.1276
2646,0.0597,0.0206,0.0,0.0463,0.0422,0.1232
2647,0.0508,0.019,0.0,0.0406,0.0783,0.1232
2648,0.0431,0.0167,0.0,0.0344,0.1158,0.1366
2649,0.0358,0.0141,0.0,0.0279,0.1486,0.1583
2650,0.0274,0.0125,0.0,0.0211,0.1798,0.1468
2651,0.0256,0.0119,0.0,0.0177,0.2204,0.1147
2652,0.03,0.0121,0.0,0.0188,0.2778,0.0861
2653,0.0356,0.0124,0.0006,0.023,0.3451,0.0664
2654,0.0295,0.0128,0.0036,0.0214,0.3964,0.0489
2655,0.0146,0.0134,0.0049,0.0131,0.4242,0.0238
2656,0.0043,0.0131,0.0037,0.0044,0.442,0.0046
2657,0.0007,0.0129,0.0033,0.0011,0.4505,0.0001
2658,0.0,0.0144,0.0065,0.0057,0.4462,0.0
2659,0.0,0.0212,0.0101,0.0117,0.4609,0.0008
2660,0.0001,0.0287,0.0124,0.0139,0.4598,0.0066
2661,0.0019,0.0378,0.0195,0.0184,0.4432,0.0176
2662,0.0077,0.0571,0.0388,0.0318,0.3937,0.0287
2663,0.0163,0.0745,0.0563,0.0467,0.3185,0.035
2664,0.0299,0.084,0.0532,0.0612,0.2105,0.0476
2665,0.0458,0.094,0.0505,0.078,0.113,0.0721
2666,0.0651,0.1174,0.0621,0.1032,0.0499,0.1033
2667,0.0797,0.1633,0.0773,0.1319,0.0164,0.1168
2668,0.0989,0.2265,0.1092,0.1645,0.0028,0.1204
2669,0.0999,0.3162,0.1513,0.1969,0.005,0.1452
2670,0.0942,0.3777,0.1777,0.2108,0.0352,0.173
2671,0.0826,0.3863,0.1766,0.2032,0.0792,0.1941
2672,0.076,0.368,0.1538,0.1986,0.1245,0.2386
2673,0.0764,0.3583,0.1293,0.1966,0.1523,0.2674
2674,0.0752,0.3714,0.108,0.1986,0.1533,0.2992
2675,0.0698,0.3965,0.1089,0.2045,0.1772,0.3379
2676,0.0637,0.4206,0.1321,0.2097,0.2129,0.3813
2677,0.0595,0.4243,0.1641,0.2091,0.217,0.44
2678,0.057,0.4026,0.19,0.2056,0.1845,0.4776
2679,0.0542,0.3622,0.1987,0.194,0.1397,0.4944
2680,0.0488,0.2904,0.1843,0.1671,0.107,0.4637
2681,0.0384,0.2137,0.1462,0.1348,0.1067,0.4553
2682,0.0284,0.1602,0.1163,0.1091,0.1284,0.4972
2683,0.028,0.122,0.0875,0.0917,0.129,0.5152
2684,0.029,0.0934,0.0714,0.0744,0.1061,0.4916
2685,0.0305,0.0798,0.0627,0.0641,0.0609,0.4916
2686,0.0262,0.0621,0.0573,0.0495,0.0205,0.4902
2687,0.0208,0.0513,0.0459,0.0385,0.0063,0.5222
2688,0.0129,0.0403,0.0376,0.0269,0.0107,0.5041
2689,0.0084,0.0343,0.027,0.0184,0.0404,0.5152
2690,0.008,0.0311,0.0169,0.0148,0.0982,0.4595
2691,0.0098,0.0261,0.0093,0.0126,0.1555,0.388
2692,0.0137,0.022,0.0048,0.0124,0.2098,0.2561
2693,0.0204,0.018,0.0019,0.0139,0.2446,0.1913
2694,0.0265,0.0124,0.0003,0.0144,0.2826,0.1154
2695,0.0293,0.0101,0.0,0.0146,0.3761,0.0754
2696,0.0283,0.0092,0.0,0.0145,0.4514,0.0516
2697,0.022,0.0092,0.0,0.0113,0.5198,0.0451
2698,0.0147,0.0096,0.0,0.0067,0.589,0.0908
2699,0.0091,0.0093,0.0,0.0032,0.6391,0.1721
2700,0.0063,0.0089,0.0,0.0018,0.6787,0.2397
2701,0.0083,0.0077,0.0018,0.0018,0.7143,0.2801
2702,0.0194,0.0062,0.0065,0.0073,0.7378,0.3214
2703,0.0395,0.0046,0.0065,0.0186,0.7419,0.3692
2704,0.0594,0.0032,0.0042,0.0317,0.7213,0.3457
2705,0.0755,0.0023,0.0024,0.0434,0.688,0.3666
2706,0.0949,0.0022,0.0013,0.0556,0.6712,0.3813
2707,0.1211,0.0052,0.0007,0.0715,0.6877,0.3786
2708,0.1587,0.0082,0.0004,0.0927,0.7051,0.3692
2709,0.2131,0.0123,0.0002,0.1254,0.705,0.4042
2710,0.2675,0.0185,0.0001,0.1632,0.6846,0.447
2711,0.2966,0.0272,0.0004,0.1884,0.6841,0.4804
2712,0.2998,0.0387,0.0051,0.1991,0.6946,0.4511
2713,0.296,0.0533,0.0223,0.2041,0.7101,0.3988
2714,0.2938,0.0689,0.0496,0.21,0.7251,0.3444
2715,0.2855,0.0765,0.0714,0.2089,0.754,0.2992
2716,0.2627,0.0757,0.0801,0.1958,0.7756,0.2572
2717,0.2131,0.0729,0.0847,0.172,0.7965,0.2343
2718,0.1595,0.0698,0.077,0.1427,0.8071,0.2238
2719,0.1248,0.069,0.0748,0.1241,0.8257,0.2218
2720,0.1586,0.0766,0.0972,0.1416,0.8371,0.2397
2721,0.2275,0.0944,0.1139,0.1857,0.856,0.2418
2722,0.2504,0.1127,0.1184,0.2091,0.8681,0.2407
2723,0.2467,0.125,0.1158,0.2127,0.8763,0.2397
2724,0.236,0.1375,0.1101,0.2098,0.8756,0.2249
2725,0.2381,0.1556,0.1033,0.2139,0.8675,0.1932
2726,0.2432,0.1839,0.0952,0.2257,0.8455,0.1525
2727,0.2411,0.2265,0.0865,0.2404,0.8055,0.11
2728,0.2474,0.2868,0.0869,0.2691,0.7556,0.0629
2729,0.2746,0.3604,0.1149,0.315,0.7184,0.0305
2730,0.3326,0.4379,0.1915,0.3673,0.6987,0.0242
2731,0.3851,0.496,0.2915,0.4062,0.7143,0.0421
2732,0.3917,0.5132,0.3496,0.4085,0.7149,0.0754
2733,0.3847,0.5009,0.3629,0.4018,0.7227,0.1161
2734,0.3603,0.4751,0.3525,0.3826,0.7327,0.1558
2735,0.3219,0.4469,0.3339,0.3545,0.736,0.2228
2736,0.2997,0.4297,0.3152,0.3395,0.7355,0.3508
2737,0.2932,0.4213,0.3012,0.3383,0.7349,0.447
2738,0.3009,0.4158,0.2944,0.3455,0.7272,0.5097
2739,0.284,0.4041,0.2889,0.3362,0.7181,0.5646
2740,0.2588,0.3935,0.2819,0.318,0.7185,0.5524
2741,0.2377,0.3873,0.2542,0.3002,0.7076,0.4581
2742,0.2113,0.3905,0.2286,0.2836,0.6697,0.3303
2743,0.2168,0.3931,0.2391,0.2819,0.6238,0.2572
2744,0.2259,0.4286,0.3174,0.2957,0.643,0.2483
2745,0.3008,0.4441,0.4353,0.3283,0.7012,0.2197
2746,0.2812,0.4513,0.546,0.3152,0.7173,0.1941
2747,0.2397,0.4146,0.6107,0.2691,0.7137,0.1695
2748,0.3075,0.3668,0.6419,0.2705,0.6898,0.1397
2749,0.3687,0.3201,0.6377,0.2794,0.6484,0.1239
2750,0.411,0.2902,0.5966,0.2859,0.5972,0.114
2751,0.3949,0.246,0.5149,0.2775,0.5532,0.0989
2752,0.3034,0.2196,0.465,0.2437,0.5032,0.0803
2753,0.1744,0.2359,0.4085,0.2113,0.508,0.0711
2754,0.0852,0.3041,0.3496,0.206,0.5526,0.0765
2755,0.0335,0.3985,0.2837,0.1983,0.6023,0.1073
2756,0.0159,0.4129,0.2244,0.1522,0.6075,0.1351
2757,0.0132,0.347,0.2002,0.1129,0.6245,0.1436
2758,0.0185,0.277,0.2143,0.099,0.6572,0.1389
2759,0.0209,0.2225,0.2425,0.0876,0.6791,0.1211
2760,0.0249,0.1636,0.2592,0.0691,0.6531,0.1046
2761,0.022,0.108,0.23,0.0492,0.6343,0.0873
2762,0.012,0.0781,0.176,0.0361,0.6159,0.0605
2763,0.0044,0.0608,0.1318,0.0288,0.6304,0.0338
2764,0.0044,0.0494,0.1082,0.0263,0.6503,0.0153
2765,0.0153,0.0412,0.0948,0.0306,0.5885,0.0025
2766,0.0247,0.0327,0.0801,0.0351,0.6018,0.0
2767,0.0191,0.0289,0.0783,0.0285,0.5915,0.0
2768,0.0125,0.0292,0.0792,0.0195,0.607,0.0
2769,0.0088,0.0354,0.0774,0.016,0.625,0.0
2770,0.0057,0.0429,0.0639,0.0101,0.6405,0.0
2771,0.0061,0.0452,0.0438,0.0073,0.6524,0.0018
2772,0.0072,0.0422,0.0306,0.0093,0.6422,0.02
2773,0.0061,0.0443,0.0229,0.0184,0.6157,0.0498
2774,0.0035,0.0661,0.0144,0.0334,0.568,0.0914
2775,0.0013,0.1076,0.0042,0.0462,0.5142,0.1542
2776,0.0,0.1448,0.0109,0.0511,0.4427,0.2218
2777,0.0,0.1595,0.0451,0.0455,0.4108,0.272
2778,0.0,0.1556,0.0941,0.035,0.4428,0.309
2779,0.0,0.1497,0.1263,0.0251,0.4828,0.3521
2780,0.0,0.1466,0.1023,0.019,0.4682,0.4002
2781,0.0004,0.1485,0.0398,0.0159,0.4379,0.4276
2782,0.0041,0.1559,0.0186,0.0159,0.4265,0.4097
2783,0.0102,0.157,0.0154,0.0161,0.4142,0.4097
2784,0.0287,0.1415,0.0473,0.0219,0.3988,0.3315
2785,0.0824,0.1157,0.0897,0.0452,0.387,0.4442
2786,0.1745,0.097,0.1056,0.0928,0.3532,0.5055
2787,0.2198,0.0773,0.0856,0.1155,0.2907,0.4623
2788,0.2614,0.0675,0.0496,0.1374,0.2179,0.3893
2789,0.3132,0.0685,0.031,0.1814,0.142,0.3379
2790,0.3346,0.0884,0.0213,0.2074,0.0697,0.2849
