const,demand_UK,demand_DE,demand_NO,demand_DK,demand_NL,demand_BE,wind_UK,wind_DE,wind_NO,wind_DK,wind_NL,wind_BE,inflow_hydro,solar_UK,solar_DE,solar_NO,solar_DK,solar_NL,solar_BE,fuel_bio,fuel_gas,fuel_hard_coal,fuel_hydro,fuel_lignite,fuel_nuclear,fuel_oil,fuel_solar,fuel_onshore_wind,fuel_wind,fuel_other_non_res,fuel_other_res
1,0.852006,0.630779,0.585944,0.305855,0.690874,0.651646,0.0156,0.2718,0.6485,0.1888,0.0306,0.0,0.7833,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.49465,0.834933,0.612022,0.448473,0.80506,0.750793,0.1196,0.006,0.0244,0.0364,0.3693,0.0975,1.0,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.614124,0.847526,0.554074,0.358991,0.91278,0.786745,0.2146,0.566,0.0244,0.307,0.2989,0.3245,1.0,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.811364,0.953888,0.565168,0.380787,0.732763,0.729728,0.7584,0.0544,0.3277,0.307,0.5812,0.2659,0.9678,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.874801,0.80371,0.442887,0.335368,0.769245,0.678765,0.9286,0.3663,0.6303,0.005,0.746,0.2595,0.8573,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.906159,0.815188,0.595974,0.429328,0.897733,0.702609,0.9464,0.8451,0.826,0.0082,0.5312,0.3273,0.8174,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.746306,0.939456,0.542325,0.322408,0.789934,0.771672,0.9718,0.8798,0.826,0.1961,0.1984,0.1233,0.8174,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.887895,0.735275,0.520096,0.471624,0.851769,0.822264,0.1857,0.8825,0.8492,0.7198,0.242,0.0026,0.8766,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.597455,0.927494,0.502247,0.405234,0.716305,0.803423,0.2008,0.8137,0.825,0.8221,0.1035,0.0015,0.6858,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.822851,0.790943,0.453633,0.460255,0.827317,0.945317,0.1766,0.0653,0.1703,0.5874,0.158,0.0244,0.9587,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.539172,0.756465,0.535529,0.349035,0.880217,0.91721,0.1766,0.0949,0.6773,0.5682,0.0819,0.0476,0.793,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.583916,0.767549,0.510045,0.485704,0.984567,0.981269,0.1866,0.4794,0.2796,0.5604,0.0761,0.0467,0.867,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.686555,0.683429,0.528549,0.442288,0.748476,0.843761,0.0571,0.2526,0.1816,0.9562,0.2255,0.2797,0.8288,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.556688,0.693279,0.473979,0.3045,0.969559,0.894168,0.2028,0.6529,0.4351,0.2097,0.8123,0.8209,0.7668,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.83596,0.779329,0.465095,0.379668,0.92767,0.86044,0.7221,0.7338,0.9862,0.2187,0.0658,0.273,0.8811,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.515283,0.700961,0.482248,0.415131,0.940719,0.748692,0.6288,0.6383,0.9832,0.3722,0.0637,0.438,0.6622,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.528988,0.606114,0.491193,0.469386,0.698672,0.875884,0.3561,0.3878,0.7424,0.738,0.3957,0.4581,0.7883,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.799308,0.651091,0.373906,0.338667,0.951769,0.643369,0.8829,0.3324,0.7166,0.5394,0.7576,0.4381,0.7177,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.787142,0.672272,0.39458,0.323056,0.728061,0.610505,0.6148,0.304,0.7831,0.7541,0.479,0.8932,0.8777,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.571514,0.903661,0.415479,0.361759,0.867364,0.722809,0.4567,0.3003,0.0612,0.6332,0.628,0.6383,0.8479,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.548249,0.638214,0.607744,0.397694,0.778257,0.693282,0.7613,0.1508,0.5431,0.6236,0.6074,0.9847,0.8811,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.925074,0.716362,0.574563,0.486587,0.838485,0.666719,0.9151,0.2077,0.9794,0.4895,0.4283,0.3088,0.9474,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.673654,0.660923,0.406186,0.34821,0.815601,0.787671,0.3893,0.5921,0.9869,0.8082,0.234,0.5544,0.968,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.761631,0.918211,0.429009,0.502434,0.801455,0.839746,0.656,0.6471,0.9885,0.6618,0.621,0.2701,0.766,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.774629,0.911014,0.587438,0.446294,0.714816,0.858402,0.574,0.7592,0.9886,0.5992,0.7705,0.1704,0.7665,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.724107,0.825467,0.503495,0.423555,0.903023,0.762962,0.697,0.5669,0.9896,0.317,0.302,0.7202,0.6002,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.702421,0.623134,0.436132,0.475748,0.747575,0.68729,0.3613,0.1429,0.9371,0.2579,0.0487,0.0123,0.9526,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.643363,0.725416,0.445896,0.460314,0.916581,0.738006,0.1429,0.2088,0.717,0.1732,0.1488,0.1363,0.8269,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.626679,0.89736,0.545211,0.337607,0.932686,0.652635,0.2187,0.2119,0.9157,0.2042,0.1183,0.1235,0.845,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
1,0.8656,0.858464,0.514405,0.352393,0.856549,0.905596,0.5538,0.1859,0.737,0.2394,0.2846,0.2173,0.8868,0.1085,0.127,0.0978,0.1157,0.1268,0.1266,51.42853029,41.34853835,20.26284093,20,18.5142709,4.834281847,95.58939721,0,0,0,100,0
